Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Insulin Secretion (GO:0030073),1/19,0.0104029870187894,0.0465842993284574,0,0,110.95,506.5602322657193,RAB11FIP5
GO_Biological_Process_2023,Maintenance Of Protein Location In Nucleus (GO:0051457),1/18,0.0098579216348164,0.0465842993284574,0,0,117.48235294117649,542.7073703814344,SYNE1
GO_Biological_Process_2023,"Phagocytosis, Engulfment (GO:0006911)",1/30,0.0163807339505408,0.0470070409262888,0,0,68.82758620689656,282.994903106762,ARHGAP12
GO_Biological_Process_2023,Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),1/31,0.016922534733464,0.0470070409262888,0,0,66.53,271.3831303578043,C2CD5
GO_Biological_Process_2023,Regulation Of Protein Localization To Cell Surface (GO:2000008),1/31,0.016922534733464,0.0470070409262888,0,0,66.53,271.3831303578043,RAB11FIP5
GO_Biological_Process_2023,Regulation Of Interleukin-17 Production (GO:0032660),1/34,0.0185463099170106,0.0479645946129586,0,0,60.47272727272728,241.13405880391545,VSIR
GO_Biological_Process_2023,Positive Regulation Of Organelle Organization (GO:0010638),1/34,0.0185463099170106,0.0479645946129586,0,0,60.47272727272728,241.13405880391545,C2CD5
GO_Biological_Process_2023,Cellular Response To Glucose Stimulus (GO:0071333),1/34,0.0185463099170106,0.0479645946129586,0,0,60.47272727272728,241.13405880391545,RAB11FIP5
GO_Biological_Process_2023,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),1/33,0.0180053225963931,0.0479645946129586,0,0,62.365625,250.52819538044852,LDLRAP1
GO_Biological_Process_2023,Regulated Exocytosis (GO:0045055),1/51,0.0277017430592618,0.0494673983201104,0,0,39.878,143.01287394480332,RAB11FIP5
GO_Biological_Process_2023,Cholesterol Transport (GO:0030301),1/51,0.0277017430592618,0.0494673983201104,0,0,39.878,143.01287394480332,LDLRAP1
GO_Biological_Process_2023,Blood Circulation (GO:0008015),1/50,0.0271653448579923,0.0494673983201104,0,0,40.69387755102041,146.73452100035948,F5
GO_Biological_Process_2023,Positive Regulation Of Transport (GO:0051050),1/50,0.0271653448579923,0.0494673983201104,0,0,40.69387755102041,146.73452100035948,C2CD5
GO_Biological_Process_2023,Negative Regulation Of T Cell Activation (GO:0050868),1/49,0.0266286776759158,0.0494673983201104,0,0,41.54375,150.62793852241148,VSIR
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),1/49,0.0266286776759158,0.0494673983201104,0,0,41.54375,150.62793852241148,VSIR
GO_Biological_Process_2023,Secondary Alcohol Metabolic Process (GO:1902652),1/47,0.0255545358769434,0.0494673983201104,0,0,43.35434782608696,158.97781166869382,LDLRAP1
GO_Biological_Process_2023,Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),1/47,0.0255545358769434,0.0494673983201104,0,0,43.35434782608696,158.97781166869382,LDLRAP1
GO_Biological_Process_2023,Insulin Receptor Signaling Pathway (GO:0008286),1/47,0.0255545358769434,0.0494673983201104,0,0,43.35434782608696,158.97781166869382,C2CD5
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),1/47,0.0255545358769434,0.0494673983201104,0,0,43.35434782608696,158.97781166869382,VSIR
GO_Biological_Process_2023,Regulation Of Interleukin-10 Production (GO:0032653),1/46,0.0250170610222384,0.0494673983201104,0,0,44.32,163.46090194189088,VSIR
GO_Biological_Process_2023,Intracellular Protein Transmembrane Transport (GO:0065002),1/46,0.0250170610222384,0.0494673983201104,0,0,44.32,163.46090194189088,C2CD5
GO_Biological_Process_2023,Receptor Internalization (GO:0031623),1/51,0.0277017430592618,0.0494673983201104,0,0,39.878,143.01287394480332,LDLRAP1
GO_Biological_Process_2023,Nucleus Organization (GO:0006997),1/44,0.0239413027935232,0.0494673983201104,0,0,46.38604651162791,173.11969096681065,SYNE1
GO_Biological_Process_2023,Lytic Vacuole Organization (GO:0080171),1/36,0.0196274719399136,0.0494673983201104,0,0,57.011428571428574,224.10195239289595,TFEB
GO_Biological_Process_2023,Muscle Cell Differentiation (GO:0042692),1/37,0.0201676468856421,0.0494673983201104,0,0,55.425,216.36122001333428,SYNE1
GO_Biological_Process_2023,Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),1/37,0.0201676468856421,0.0494673983201104,0,0,55.425,216.36122001333428,LDLRAP1
GO_Biological_Process_2023,Negative Regulation Of Protein Secretion (GO:0050709),1/39,0.0212471852336025,0.0494673983201104,0,0,52.502631578947366,202.2155053364779,RAB11FIP5
GO_Biological_Process_2023,Regulation Of Receptor-Mediated Endocytosis (GO:0048259),1/39,0.0212471852336025,0.0494673983201104,0,0,52.502631578947366,202.2155053364779,LDLRAP1
GO_Biological_Process_2023,Zymogen Activation (GO:0031638),1/45,0.02447931669919,0.0494673983201104,0,0,45.32954545454545,168.16929253740548,VSIR
GO_Biological_Process_2023,Response To Amino Acid Starvation (GO:1990928),1/41,0.0223256423422114,0.0494673983201104,0,0,49.8725,189.6162115443105,TFEB
GO_Biological_Process_2023,Lysosome Localization (GO:0032418),1/42,0.0228644657337732,0.0494673983201104,0,0,48.65365853658537,183.82185575175376,TFEB
GO_Biological_Process_2023,Cellular Response To Amino Acid Starvation (GO:0034198),1/42,0.0228644657337732,0.0494673983201104,0,0,48.65365853658537,183.82185575175376,TFEB
GO_Biological_Process_2023,Lysosome Organization (GO:0007040),1/43,0.0234030191755172,0.0494673983201104,0,0,47.49285714285714,178.3304657718936,TFEB
GO_Biological_Process_2023,Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),1/43,0.0234030191755172,0.0494673983201104,0,0,47.49285714285714,178.3304657718936,LDLRAP1
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",1/39,0.0212471852336025,0.0494673983201104,0,0,52.502631578947366,202.2155053364779,DCP1A
KEGG_2021_Human,Endocytosis,2/252,0.0080689181923177,0.056482427346224,0,0,17.54577777777778,84.5660143240345,LDLRAP1;RAB11FIP5
GO_Biological_Process_2023,Sterol Metabolic Process (GO:0016125),1/60,0.03251724254582,0.0573833691985059,0,0,33.779661016949156,115.72860487101576,LDLRAP1
Reactome_2022,Transport Of RCbl Within Body R-HSA-9758890,1/8,0.004392244396163,0.057977626029352,0,0,285.45714285714286,1549.43708775113,LDLRAP1
Reactome_2022,Vesicle-mediated Transport R-HSA-5653656,3/637,0.0043821152827736,0.057977626029352,0,0,11.44814668769716,62.16599780690752,C2CD5;LDLRAP1;F5
Reactome_2022,RAC1 GTPase Cycle R-HSA-9013149,2/178,0.0041093707184114,0.057977626029352,0,0,25.016414141414145,137.45232156169675,ARHGEF18;ARHGAP12
Reactome_2022,Membrane Trafficking R-HSA-199991,3/599,0.0036849088090122,0.057977626029352,0,0,12.201971476510067,68.37386308959506,C2CD5;LDLRAP1;F5
Reactome_2022,Chylomicron Clearance R-HSA-8964026,1/5,0.0027472053583369,0.057977626029352,0,0,499.625,2946.3741195064317,LDLRAP1
Reactome_2022,Vitamin D (Calciferol) Metabolism R-HSA-196791,1/12,0.0065817961978748,0.0591475298088989,0,0,181.61818181818185,912.3494182081016,LDLRAP1
Reactome_2022,mRNA Decay By 5 To 3 Exoribonuclease R-HSA-430039,1/15,0.0082210881236714,0.0591475298088989,0,0,142.67857142857142,685.0073410932765,DCP1A
Reactome_2022,TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791,1/16,0.0087669723009575,0.0591475298088989,0,0,133.16,630.7474630602054,ARHGEF18
Reactome_2022,Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385,1/17,0.0093125834341288,0.0591475298088989,0,0,124.83125,583.7594513941907,DCP1A
Reactome_2022,"Tristetraprolin (TTP, ZFP36) Binds And Destabilizes mRNA R-HSA-450513",1/17,0.0093125834341288,0.0591475298088989,0,0,124.83125,583.7594513941907,DCP1A
Reactome_2022,LDL Clearance R-HSA-8964038,1/18,0.0098579216348164,0.0591475298088989,0,0,117.48235294117649,542.7073703814344,LDLRAP1
GO_Biological_Process_2023,Positive Regulation Of T Cell Differentiation (GO:0045582),1/64,0.0346504971189346,0.0604369135795371,0,0,31.62857142857143,106.3492751339043,VSIR
Reactome_2022,Common Pathway Of Fibrin Clot Formation R-HSA-140875,1/22,0.0120365474388125,0.0611086254585867,0,0,95.08571428571427,420.26056624547704,F5
Reactome_2022,"Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741",1/21,0.0114922998030339,0.0611086254585867,0,0,99.845,445.9155629250323,LDLRAP1
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),2/557,0.0360534258344137,0.0617857346895283,0,0,7.781381381381381,25.855611361420056,TFEB;ILF2
GO_Biological_Process_2023,Cholesterol Metabolic Process (GO:0008203),1/67,0.0362476310178566,0.0617857346895283,0,0,30.186363636363637,100.13967676460432,LDLRAP1
GO_Biological_Process_2023,Regulation Of Endopeptidase Activity (GO:0052548),1/69,0.0373110520780908,0.062185086796818,0,0,29.29558823529412,96.33753689320037,VSIR
GO_Biological_Process_2023,Phagocytosis (GO:0006909),1/69,0.0373110520780908,0.062185086796818,0,0,29.29558823529412,96.33753689320037,ARHGAP12
GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),1/79,0.0426121749090392,0.0626649631015283,0,0,25.526923076923076,80.55314827174135,VSIR
GO_Biological_Process_2023,Response To Insulin (GO:0032868),1/79,0.0426121749090392,0.0626649631015283,0,0,25.526923076923076,80.55314827174135,C2CD5
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Membrane (GO:1905477),1/79,0.0426121749090392,0.0626649631015283,0,0,25.526923076923076,80.55314827174135,C2CD5
GO_Biological_Process_2023,Cellular Response To Nutrient Levels (GO:0031669),1/78,0.0420832593305425,0.0626649631015283,0,0,25.85974025974026,81.92637908684091,TFEB
GO_Biological_Process_2023,Embryonic Organ Development (GO:0048568),1/77,0.0415540781399269,0.0626649631015283,0,0,26.20131578947369,83.34008705275691,TFEB
GO_Biological_Process_2023,Regulation Of Ras Protein Signal Transduction (GO:0046578),1/76,0.0410246312082467,0.0626649631015283,0,0,26.552,84.79600603121183,ARHGEF18
GO_Biological_Process_2023,Regulation Of Stress Fiber Assembly (GO:0051492),1/75,0.0404949184271054,0.0626649631015283,0,0,26.91216216216216,86.2959682120762,ARHGEF18
GO_Biological_Process_2023,Regulation Of Rho Protein Signal Transduction (GO:0035023),1/73,0.0394346948215383,0.0626649631015283,0,0,27.6625,89.43588520720674,ARHGEF18
GO_Biological_Process_2023,Cholesterol Homeostasis (GO:0042632),1/72,0.0389041837581843,0.0626649631015283,0,0,28.053521126760565,91.0800620630536,LDLRAP1
GO_Biological_Process_2023,Regulation Of Hydrolase Activity (GO:0051336),1/71,0.038373406353793,0.0626649631015283,0,0,28.455714285714286,92.77674343537714,ARHGAP12
GO_Biological_Process_2023,Sterol Homeostasis (GO:0055092),1/73,0.0394346948215383,0.0626649631015283,0,0,27.6625,89.43588520720674,LDLRAP1
GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),1/79,0.0426121749090392,0.0626649631015283,0,0,25.526923076923076,80.55314827174135,LDLRAP1
GO_Biological_Process_2023,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),1/80,0.0431408249946982,0.0628264441670363,0,0,25.20253164556962,79.21875265135186,LDLRAP1
GO_Biological_Process_2023,Cellular Response To Organic Substance (GO:0071310),1/82,0.0441973291518992,0.0637461478152393,0,0,24.57777777777778,76.6603234550211,LDLRAP1
KEGG_2021_Human,Complement and coagulation cascades,1/85,0.0457800971719973,0.0640921360407962,0,0,23.696428571428573,73.07755450297252,F5
KEGG_2021_Human,RNA degradation,1/79,0.0426121749090392,0.0640921360407962,0,0,25.526923076923076,80.55314827174135,DCP1A
KEGG_2021_Human,Mitophagy,1/68,0.0367794749552908,0.0640921360407962,0,0,29.734328358208955,98.20699568293152,TFEB
KEGG_2021_Human,Cholesterol metabolism,1/50,0.0271653448579923,0.0640921360407962,0,0,40.69387755102041,146.73452100035948,LDLRAP1
GO_Biological_Process_2023,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),1/85,0.0457800971719973,0.0654001388171389,0,0,23.696428571428573,73.07755450297252,DCP1A
GO_Biological_Process_2023,Exocytosis (GO:0006887),1/86,0.0463071568006132,0.0655289954725659,0,0,23.416470588235295,71.94614007723759,RAB11FIP5
GO_Biological_Process_2023,Regulation Of Type II Interferon Production (GO:0032649),1/87,0.0468339517645743,0.0656550725671603,0,0,23.14302325581395,70.84419329504821,VSIR
GO_Biological_Process_2023,Cellular Response To Peptide Hormone Stimulus (GO:0071375),1/89,0.0478867482017097,0.0665093725023746,0,0,22.61477272727273,68.72440526863295,C2CD5
GO_Biological_Process_2023,Regulation Of Protein Localization (GO:0032880),1/97,0.0520873715006026,0.0716798690375265,0,0,20.721875,61.22967487540231,RAB11FIP5
GO_Biological_Process_2023,Cellular Response To Insulin Stimulus (GO:0032869),1/99,0.0531348914812392,0.0724566702016899,0,0,20.296938775510203,59.569921519069155,C2CD5
GO_Cellular_Component_2023,Recycling Endosome (GO:0055037),2/159,0.003295426703038,0.072499387466836,0,0,28.070771408351025,160.43062348045635,LDLRAP1;RAB11FIP5
GO_Molecular_Function_2023,Phosphotyrosine Residue Binding (GO:0001784),1/39,0.0212471852336025,0.0766636076308304,0,0,52.502631578947366,202.2155053364779,LDLRAP1
GO_Molecular_Function_2023,Clathrin Adaptor Activity (GO:0035615),1/14,0.0076749307875411,0.0766636076308304,0,0,153.66153846153847,748.3003458854362,LDLRAP1
GO_Molecular_Function_2023,Peptidase Activator Activity (GO:0016504),1/24,0.0131242257813257,0.0766636076308304,0,0,86.80869565217391,376.1677267870623,VSIR
GO_Molecular_Function_2023,Lipoprotein Particle Receptor Binding (GO:0070325),1/27,0.014753702756032,0.0766636076308304,0,0,76.78076923076924,323.7277777065472,LDLRAP1
GO_Molecular_Function_2023,Gamma-Tubulin Binding (GO:0043015),1/29,0.0158386617716755,0.0766636076308304,0,0,71.28928571428571,295.5155744703354,RAB11FIP5
GO_Molecular_Function_2023,Endopeptidase Activator Activity (GO:0061133),1/14,0.0076749307875411,0.0766636076308304,0,0,153.66153846153847,748.3003458854362,VSIR
GO_Molecular_Function_2023,Endopeptidase Regulator Activity (GO:0061135),1/42,0.0228644657337732,0.0766636076308304,0,0,48.65365853658537,183.82185575175376,VSIR
GO_Molecular_Function_2023,Low-Density Lipoprotein Particle Receptor Binding (GO:0050750),1/22,0.0120365474388125,0.0766636076308304,0,0,95.08571428571427,420.26056624547704,LDLRAP1
GO_Molecular_Function_2023,Protein Phosphorylated Amino Acid Binding (GO:0045309),1/45,0.02447931669919,0.0766636076308304,0,0,45.32954545454545,168.16929253740548,LDLRAP1
GO_Molecular_Function_2023,Calcium-Dependent Phospholipid Binding (GO:0005544),1/47,0.0255545358769434,0.0766636076308304,0,0,43.35434782608696,158.97781166869382,C2CD5
GO_Molecular_Function_2023,Signaling Receptor Complex Adaptor Activity (GO:0030159),1/44,0.0239413027935232,0.0766636076308304,0,0,46.38604651162791,173.11969096681065,LDLRAP1
GO_Biological_Process_2023,Positive Regulation Of Autophagy (GO:0010508),1/107,0.0573144565428046,0.0774519683010874,0,0,18.75754716981132,53.63162372466097,TFEB
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,1/32,0.0174640642408144,0.0782979232030811,0,0,64.38064516129032,260.5877419554691,F5
Reactome_2022,Plasma Lipoprotein Clearance R-HSA-8964043,1/35,0.0190870263243922,0.0782979232030811,0,0,58.69117647058823,232.34348501767585,LDLRAP1
Reactome_2022,Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877,1/37,0.0201676468856421,0.0782979232030811,0,0,55.425,216.36122001333428,F5
Reactome_2022,RHOV GTPase Cycle R-HSA-9013424,1/37,0.0201676468856421,0.0782979232030811,0,0,55.425,216.36122001333428,ARHGAP12
GO_Biological_Process_2023,Small GTPase Mediated Signal Transduction (GO:0007264),1/112,0.0599181606870973,0.0802475366345054,0,0,17.90810810810811,50.40730639649694,ARHGEF18
Reactome_2022,RHOF GTPase Cycle R-HSA-9035034,1/42,0.0228644657337732,0.08124620366616,0,0,48.65365853658537,183.82185575175376,ARHGAP12
Reactome_2022,RHO GTPase Cycle R-HSA-9012999,2/441,0.0233890586311672,0.08124620366616,0,0,9.896228802834726,37.16515808201918,ARHGEF18;ARHGAP12
GO_Biological_Process_2023,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),1/118,0.0630339752254168,0.0822182285548915,0,0,16.984615384615385,46.94685961789818,ARHGAP12
GO_Biological_Process_2023,Regulation Of Protein Binding (GO:0043393),1/118,0.0630339752254168,0.0822182285548915,0,0,16.984615384615385,46.94685961789818,LDLRAP1
GO_Biological_Process_2023,Protein Processing (GO:0016485),1/117,0.0625153256417837,0.0822182285548915,0,0,17.13189655172414,47.49550276790471,VSIR
GO_Biological_Process_2023,Receptor-Mediated Endocytosis (GO:0006898),1/122,0.0651059661884504,0.084188749381617,0,0,16.419834710743803,44.85470428875659,LDLRAP1
GO_Biological_Process_2023,Cellular Response To Starvation (GO:0009267),1/126,0.0671737909736009,0.0846126213479132,0,0,15.8912,42.91374259788014,TFEB
GO_Biological_Process_2023,Response To Cytokine (GO:0034097),1/125,0.0666572249433412,0.0846126213479132,0,0,16.02016129032258,43.385670033586294,LDLRAP1
GO_Biological_Process_2023,Positive Regulation Of Intracellular Protein Transport (GO:0090316),1/126,0.0671737909736009,0.0846126213479132,0,0,15.8912,42.91374259788014,C2CD5
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),1/127,0.0676900970783306,0.0846126213479132,0,0,15.764285714285714,42.45031112549025,VSIR
GO_Biological_Process_2023,Golgi Organization (GO:0007030),1/130,0.0692374571025659,0.0858315583916106,0,0,15.395348837209305,41.1088648413353,SYNE1
Reactome_2022,Deadenylation-dependent mRNA Decay R-HSA-429914,1/56,0.0303797035423347,0.0887111463129494,0,0,36.24363636363636,126.63456015986765,DCP1A
Reactome_2022,NRAGE Signals Death Thru JNK R-HSA-193648,1/57,0.0309144903817854,0.0887111463129494,0,0,35.59464285714286,123.7458530082544,ARHGEF18
Reactome_2022,Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,1/51,0.0277017430592618,0.0887111463129494,0,0,39.878,143.01287394480332,C2CD5
Reactome_2022,RHOD GTPase Cycle R-HSA-9013405,1/52,0.0282378723956638,0.0887111463129494,0,0,39.09411764705882,139.4522833938583,ARHGAP12
GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),1/137,0.0728388887077658,0.088827913058251,0,0,14.59779411764706,38.23899878007725,DCP1A
