Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Positive Regulation Of Organelle Organization (GO:0010638),1/34,0.0151992604555411,0.0411070907774863,0,0,75.59848484848484,316.4936999007962,FYCO1
GO_Biological_Process_2023,Regulation Of Interleukin-17 Production (GO:0032660),1/34,0.0151992604555411,0.0411070907774863,0,0,75.59848484848484,316.4936999007962,VSIR
GO_Biological_Process_2023,Liver Development (GO:0001889),1/35,0.0156431732908392,0.0413675027024415,0,0,73.37132352941177,305.0574683216414,LSR
GO_Biological_Process_2023,Muscle Cell Differentiation (GO:0042692),1/37,0.0165304655004847,0.0427635955338627,0,0,69.28819444444444,284.25829643277825,SYNE1
GO_Biological_Process_2023,Positive Regulation Of Myoblast Differentiation (GO:0045663),1/38,0.0169738449956947,0.0429763309465461,0,0,67.41216216216216,274.77747713172664,PBRM1
GO_Molecular_Function_2023,Endopeptidase Activator Activity (GO:0061133),1/14,0.0062835642580931,0.0430013498592324,0,0,192.09615384615384,973.8925197668603,VSIR
GO_Molecular_Function_2023,Peptidase Activator Activity (GO:0016504),1/24,0.0107503374648081,0.0430013498592324,0,0,108.52173913043478,491.9093069362491,VSIR
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Differentiation (GO:0045621),1/39,0.0174170468329855,0.0431797619401099,0,0,65.63486842105263,265.8412914846341,PBRM1
GO_Biological_Process_2023,Acylglycerol Metabolic Process (GO:0006639),1/41,0.0183029177773926,0.0440487727222018,0,0,62.346875,249.43081801374976,APOBR
GO_Biological_Process_2023,Nucleus Organization (GO:0006997),1/44,0.0196303932897657,0.0440487727222018,0,0,57.98837209302326,227.93351613623008,SYNE1
GO_Biological_Process_2023,Zymogen Activation (GO:0031638),1/45,0.0200725304633905,0.0440487727222018,0,0,56.66761363636363,221.47987353276545,VSIR
GO_Biological_Process_2023,Natural Killer Cell Activation (GO:0030101),1/45,0.0200725304633905,0.0440487727222018,0,0,56.66761363636363,221.47987353276545,CD2
GO_Biological_Process_2023,Antibacterial Humoral Response (GO:0019731),1/49,0.0218393074841168,0.0440487727222018,0,0,51.934895833333336,198.60131834764672,FAU
GO_Biological_Process_2023,Triglyceride Metabolic Process (GO:0006641),1/45,0.0200725304633905,0.0440487727222018,0,0,56.66761363636363,221.47987353276545,APOBR
GO_Biological_Process_2023,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),1/49,0.0218393074841168,0.0440487727222018,0,0,51.934895833333336,198.60131834764672,PBRM1
GO_Biological_Process_2023,Negative Regulation Of T Cell Activation (GO:0050868),1/49,0.0218393074841168,0.0440487727222018,0,0,51.934895833333336,198.60131834764672,VSIR
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),1/49,0.0218393074841168,0.0440487727222018,0,0,51.934895833333336,198.60131834764672,VSIR
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),1/47,0.0209562731864944,0.0440487727222018,0,0,54.19836956521739,209.4938923322211,VSIR
GO_Biological_Process_2023,Regulation Of Interleukin-10 Production (GO:0032653),1/46,0.0205144904077938,0.0440487727222018,0,0,55.40555555555556,215.34055050751047,VSIR
GO_Biological_Process_2023,Tight Junction Assembly (GO:0120192),1/53,0.0236032527677602,0.0468131179893911,0,0,47.93028846153846,179.56463060223416,LSR
GO_Biological_Process_2023,Regulation Of Myoblast Differentiation (GO:0045661),1/54,0.0240437970896706,0.0469051123552591,0,0,47.02358490566038,175.29819860584723,PBRM1
GO_Biological_Process_2023,Positive Regulation Of Type II Interferon Production (GO:0032729),1/58,0.0258042082434215,0.0495274319510833,0,0,43.71491228070175,159.87495051613905,CD2
GO_Molecular_Function_2023,Endopeptidase Regulator Activity (GO:0061135),1/42,0.0187455870090272,0.0499882320240726,0,0,60.823170731707314,241.881397652512,VSIR
GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),1/61,0.0271226638795165,0.0512316984390867,0,0,41.52291666666667,149.7891714493676,CD2
GO_Biological_Process_2023,Regulation Of T Cell Activation (GO:0050863),1/62,0.0275617965208284,0.0512477154059154,0,0,40.84016393442623,146.670287413221,CD2
GO_Biological_Process_2023,Positive Regulation Of Macroautophagy (GO:0016239),1/64,0.0284395333057657,0.0520662225136325,0,0,39.53968253968254,140.7602846691535,FYCO1
GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),1/65,0.0288781375765654,0.0520681571456255,0,0,38.919921875,137.95829719612885,FAU
GO_Biological_Process_2023,B Cell Differentiation (GO:0030183),1/68,0.0301928946413059,0.05360389174433,0,0,37.17164179104478,130.10627217002806,TPD52
GO_Biological_Process_2023,Regulation Of Endopeptidase Activity (GO:0052548),1/69,0.0306307952824743,0.05360389174433,0,0,36.62316176470589,127.65916393890298,VSIR
GO_Biological_Process_2023,Gland Development (GO:0048732),1/74,0.0328176634164541,0.055790027807972,0,0,34.10616438356164,116.5335464845532,LSR
GO_Biological_Process_2023,Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),1/74,0.0328176634164541,0.055790027807972,0,0,34.10616438356164,116.5335464845532,PBRM1
Reactome_2022,LDL Clearance R-HSA-8964038,1/18,0.0080724193100501,0.057314177101356,0,0,146.86764705882354,707.7995527019895,LSR
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),1/78,0.0345639995215364,0.057847462522403,0,0,32.327922077922075,108.78160264941484,CD2
GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),1/79,0.035000145391706,0.057847462522403,0,0,31.911858974358974,106.9814137861086,VSIR
GO_Biological_Process_2023,Regulation Of Interleukin-8 Production (GO:0032677),1/81,0.0358719117773796,0.0583864372544219,0,0,31.1109375,103.53099932472372,CD2
GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1/82,0.0363075324103127,0.0583864372544219,0,0,30.72530864197531,101.87682930785095,CD2
GO_Biological_Process_2023,Defense Response To Gram-positive Bacterium (GO:0050830),1/85,0.0376133448283413,0.0588018656480041,0,0,29.623511904761905,97.17686109400611,FAU
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),1/86,0.038048266007532,0.0588018656480041,0,0,29.273529411764702,95.69223347722578,PBRM1
GO_Biological_Process_2023,Positive Regulation Of Double-Strand Break Repair (GO:2000781),1/84,0.0371782488762245,0.0588018656480041,0,0,29.981927710843372,98.70144734687992,PBRM1
GO_Biological_Process_2023,Positive Regulation Of DNA Repair (GO:0045739),1/89,0.0393519815341948,0.0592770354755592,0,0,28.271306818181817,91.4635848106468,PBRM1
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair (GO:2000779),1/88,0.0389175842996517,0.0592770354755592,0,0,28.597701149425287,92.83697725010308,PBRM1
GO_Biological_Process_2023,B Cell Activation (GO:0042113),1/92,0.040654126315732,0.0596274545231595,0,0,27.335164835164836,87.54510068843584,TPD52
GO_Biological_Process_2023,Lymphocyte Differentiation (GO:0030098),1/91,0.0402202524791915,0.0596274545231595,0,0,27.64027777777778,88.81884342634399,TPD52
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),1/93,0.0410878258058746,0.0596274545231595,0,0,27.036684782608695,86.30227150104636,FAU
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),1/100,0.0441188457824273,0.0632547307001066,0,0,25.116161616161616,78.3842312444799,FAU
GO_Biological_Process_2023,Positive Regulation Of T Cell Activation (GO:0050870),1/107,0.0471413468904986,0.0659978856466981,0,0,23.44929245283019,71.62832151155955,PBRM1
GO_Biological_Process_2023,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),1/106,0.0467100817864843,0.0659978856466981,0,0,23.673809523809524,72.5317052519737,PBRM1
GO_Molecular_Function_2023,Protein Homodimerization Activity (GO:0042803),2/662,0.0337488942678396,0.0674977885356793,0,0,8.368398268398268,28.3588918579277,TPD52;SYNE1
GO_Biological_Process_2023,T Cell Activation (GO:0042110),1/111,0.0488646736322355,0.0676150716539073,0,0,22.592045454545456,68.19862035965049,CD2
GO_Biological_Process_2023,Protein Processing (GO:0016485),1/117,0.0514444694588061,0.0703665731677923,0,0,21.417025862068964,63.54971959088357,VSIR
GO_Biological_Process_2023,Golgi Organization (GO:0007030),1/130,0.0570127014302128,0.0753834607799481,0,0,19.246124031007753,55.13016053401799,SYNE1
GO_Biological_Process_2023,Regulation Of DNA Repair (GO:0006282),1/129,0.0565854097761988,0.0753834607799481,0,0,19.3974609375,55.70958743537386,PBRM1
GO_Biological_Process_2023,Regulation Of Cell Cycle Process (GO:0010564),1/130,0.0570127014302128,0.0753834607799481,0,0,19.246124031007753,55.13016053401799,PBRM1
Reactome_2022,NEP/NS2 Interacts With Cellular Export Machinery R-HSA-168333,1/35,0.0156431732908392,0.0815836063037481,0,0,73.37132352941177,305.0574683216414,PBRM1
Reactome_2022,Transport Of Ribonucleoproteins Into Host Nucleus R-HSA-168271,1/35,0.0156431732908392,0.0815836063037481,0,0,73.37132352941177,305.0574683216414,PBRM1
Reactome_2022,RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243,1/35,0.0156431732908392,0.0815836063037481,0,0,73.37132352941177,305.0574683216414,PBRM1
Reactome_2022,Export Of Viral Ribonucleoproteins From Nucleus R-HSA-168274,1/36,0.0160869082852461,0.0815836063037481,0,0,71.27142857142857,294.3331456349383,PBRM1
Reactome_2022,Viral Messenger RNA Synthesis R-HSA-168325,1/47,0.0209562731864944,0.0823703567223054,0,0,54.19836956521739,209.4938923322211,PBRM1
Reactome_2022,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,1/47,0.0209562731864944,0.0823703567223054,0,0,54.19836956521739,209.4938923322211,FAU
Reactome_2022,Golgi Associated Vesicle Biogenesis R-HSA-432722,1/55,0.0244841647398519,0.0823703567223054,0,0,46.15046296296296,171.20569732025402,TPD52
Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",1/50,0.0222805591236868,0.0823703567223054,0,0,50.87244897959184,193.52086993316271,FAU
Reactome_2022,Translation Initiation Complex Formation R-HSA-72649,1/57,0.0253643702549551,0.0823703567223054,0,0,44.497767857142854,163.5030358762894,FAU
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,1/57,0.0253643702549551,0.0823703567223054,0,0,44.497767857142854,163.5030358762894,FAU
Reactome_2022,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",1/58,0.0258042082434215,0.0823703567223054,0,0,43.71491228070175,159.87495051613905,FAU
Reactome_2022,Meiotic Synapsis R-HSA-1221632,1/60,0.0266833549945496,0.0823703567223054,0,0,42.228813559322035,153.0251984891433,SYNE1
Reactome_2022,RMTs Methylate Histone Arginines R-HSA-3214858,1/49,0.0218393074841168,0.0823703567223054,0,0,51.934895833333336,198.60131834764672,PBRM1
GO_Cellular_Component_2023,Small Ribosomal Subunit (GO:0015935),1/42,0.0187455870090272,0.0890415382928794,0,0,60.823170731707314,241.881397652512,FAU
GO_Cellular_Component_2023,Cytosolic Small Ribosomal Subunit (GO:0022627),1/41,0.0183029177773926,0.0890415382928794,0,0,62.346875,249.43081801374976,FAU
GO_Cellular_Component_2023,SWI/SNF Complex (GO:0016514),1/29,0.0129770265246845,0.0890415382928794,0,0,89.12053571428571,387.1908225092229,PBRM1
GO_Cellular_Component_2023,RSC-type Complex (GO:0016586),1/14,0.0062835642580931,0.0890415382928794,0,0,192.09615384615384,973.8925197668603,PBRM1
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),1/158,0.0689072444303956,0.090109473485902,0,0,15.79140127388535,42.24190306488084,FAU
Reactome_2022,Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,1/112,0.0492950722094504,0.090551511204503,0,0,22.38738738738739,67.38449484604118,FAU
Reactome_2022,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,1/109,0.0480033568699519,0.090551511204503,0,0,23.01273148148148,69.87779866585394,FAU
Reactome_2022,L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,1/108,0.0475724385673413,0.090551511204503,0,0,23.22897196261682,70.74387376718869,FAU
Reactome_2022,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,1/108,0.0475724385673413,0.090551511204503,0,0,23.22897196261682,70.74387376718869,FAU
Reactome_2022,Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,1/92,0.040654126315732,0.090551511204503,0,0,27.335164835164836,87.54510068843584,FAU
Reactome_2022,Formation Of A Pool Of Free 40S Subunits R-HSA-72689,1/98,0.0432537102642524,0.090551511204503,0,0,25.63659793814433,80.51615205757753,FAU
Reactome_2022,Eukaryotic Translation Termination R-HSA-72764,1/90,0.0397862042440472,0.090551511204503,0,0,27.952247191011235,90.12461522615384,FAU
Reactome_2022,Eukaryotic Translation Elongation R-HSA-156842,1/90,0.0397862042440472,0.090551511204503,0,0,27.952247191011235,90.12461522615384,FAU
Reactome_2022,Selenocysteine Synthesis R-HSA-2408557,1/90,0.0397862042440472,0.090551511204503,0,0,27.952247191011235,90.12461522615384,FAU
Reactome_2022,Meiosis R-HSA-1500620,1/88,0.0389175842996517,0.090551511204503,0,0,28.597701149425287,92.83697725010308,SYNE1
Reactome_2022,Peptide Chain Elongation R-HSA-156902,1/86,0.038048266007532,0.090551511204503,0,0,29.273529411764702,95.69223347722578,FAU
Reactome_2022,Transport Of Small Molecules R-HSA-382551,2/706,0.0379938219762186,0.090551511204503,0,0,7.827516233766234,25.598574565844007,APOBR;LSR
Reactome_2022,trans-Golgi Network Vesicle Budding R-HSA-199992,1/71,0.0315060693676755,0.090551511204503,0,0,35.573214285714286,122.99705899399687,TPD52
Reactome_2022,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,1/98,0.0432537102642524,0.090551511204503,0,0,25.63659793814433,80.51615205757753,FAU
Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,1/116,0.0510149358898608,0.090551511204503,0,0,21.60434782608696,64.2866930480565,FAU
Reactome_2022,Selenoamino Acid Metabolism R-HSA-2408522,1/114,0.0501553500503037,0.090551511204503,0,0,21.988938053097343,65.8047576494752,FAU
Reactome_2022,Reproduction R-HSA-1474165,1/113,0.0497252976613047,0.090551511204503,0,0,22.186383928571427,66.58669547384002,SYNE1
GO_Cellular_Component_2023,Tight Junction (GO:0070160),1/93,0.0410878258058746,0.0962329326294944,0,0,27.036684782608695,86.30227150104636,LSR
GO_Cellular_Component_2023,P-body (GO:0000932),1/83,0.0367429780930849,0.0962329326294944,0,0,30.349085365853657,100.2675553909237,SYNE1
GO_Cellular_Component_2023,Autophagosome (GO:0005776),1/83,0.0367429780930849,0.0962329326294944,0,0,30.349085365853657,100.2675553909237,FYCO1
GO_Cellular_Component_2023,Nuclear Chromosome (GO:0000228),1/95,0.0419547020061368,0.0962329326294944,0,0,26.45877659574468,83.90514010213967,PBRM1
GO_Cellular_Component_2023,Nuclear Lumen (GO:0031981),2/780,0.0455840207192342,0.0962329326294944,0,0,7.0558207858979065,21.78977196886129,PBRM1;SYNE1
