Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
The_Kinase_Library_2024,TAK1,10/844,1.9439469135755522e-08,5.8512802098624116e-06,0,0,16.394313120931827,291.09677367711555,TUBB8;JUN;KHSRP;NOP2;PRKCA;TTK;CEP170;TUBB4B;TUBB4A;GCN1
The_Kinase_Library_2024,NIM1,9/800,1.9074440105538394e-07,2.870703235883528e-05,0,0,14.552465233881165,225.16056652428708,TUBB8;ATAD2;NOP2;RPS6KA1;PGK1;XIRP1;CEP170;TUBB4B;TUBB4A
PPI_Hub_Proteins,ESR1,8/591,2.6843158975034696e-07,5.663906543732321e-05,0,0,16.632075471698112,251.6544410902458,RPS6KA3;JUN;TFRC;ATAD2;NOP2;RPS6KA1;PSIP1;PRKCA
KEA_2015,MAPK1,6/326,1.8819084426312664e-06,0.00010545072514058792,0,0,20.475,269.9265148184714,RPS6KA3;JUN;RPS6KA1;PRKCA;TTK;CEP170
KEA_2015,MAPK3,5/202,3.636231901399584e-06,0.00010545072514058792,0,0,26.421319796954315,330.9154738883569,RPS6KA3;JUN;RPS6KA1;PRKCA;TTK
KEA_2015,PDK1,3/33,8.089443558921831e-06,0.00015639590880582206,0,0,94.98095238095236,1113.646975614803,RPS6KA3;RPS6KA1;PRKCA
The_Kinase_Library_2024,MST2,8/783,2.241390963056966e-06,0.0002248862266267156,0,0,12.387741935483872,161.14487462058833,JUN;NOP2;PGK1;PRKCA;TTK;CEP170;PGK2;GCN1
The_Kinase_Library_2024,MLK4,8/824,3.2777981971428385e-06,0.0002466543143349986,0,0,11.740196078431373,148.25917180587203,TUBB8;KHSRP;NOP2;PRKCA;CEP170;TUBB4B;TUBB4A;GCN1
The_Kinase_Library_2024,MEK2,8/851,4.163671648555608e-06,0.0002506530332430476,0,0,11.348161328588375,140.59365605090048,RPS6KA3;JUN;RPS6KA1;PGK1;PRKCA;TTK;CEP170;PGK2
The_Kinase_Library_2024,AAK1,7/740,1.84048786579802e-05,0.00092331141267534,0,0,10.809806596581334,117.85818395833124,KHSRP;ATAD2;XIRP1;CEP170;TUBB4B;TUBB4A;GCN1
The_Kinase_Library_2024,TNIK,7/844,4.283188931116643e-05,0.001082513204268,0,0,9.415489493288357,94.7031368109463,JUN;NOP2;PGK1;TTK;CEP170;PGK2;GCN1
The_Kinase_Library_2024,EEF2K,7/845,4.315667259540411e-05,0.001082513204268,0,0,9.403762459637791,94.51414629617013,TUBB8;NOP2;PGK1;PGK2;TUBB4B;TUBB4A;GCN1
The_Kinase_Library_2024,PDHK1,7/844,4.283188931116643e-05,0.001082513204268,0,0,9.415489493288357,94.7031368109463,RPS6KA3;KHSRP;PGK1;PRKCA;TTK;CEP170;PGK2
The_Kinase_Library_2024,PLK4,7/808,3.2412280467427746e-05,0.001082513204268,0,0,9.8571638393185,101.89323823993205,STIL;ATAD2;PGK1;PRKCA;TUBB4B;TUBB4A;GCN1
The_Kinase_Library_2024,ATR,7/784,2.6708543868522103e-05,0.001082513204268,0,0,10.174350821409645,107.14127652751048,TUBB8;KHSRP;ATAD2;NOP2;CEP170;TUBB4B;TUBB4A
The_Kinase_Library_2024,MINK,7/820,3.5621588056219154e-05,0.001082513204268,0,0,9.705592938282324,99.41010536752906,JUN;NOP2;PGK1;TTK;CEP170;PGK2;GCN1
The_Kinase_Library_2024,PDK1,7/889,5.960508105111091e-05,0.0013800868766449,0,0,8.914098972922503,86.71430220351293,RPS6KA3;RPS6KA1;PGK1;PRKCA;CEP170;TUBB4B;TUBB4A
