Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
The_Kinase_Library_2024,ATM,5/760,8.67532253679897e-06,0.0011347828198582,0,0,31.8476821192053,371.1856285156141,FYCO1;PBRM1;APOBR;LSR;SYNE1
The_Kinase_Library_2024,DNAPK,5/769,9.188524857151514e-06,0.0011347828198582,0,0,31.457787958115183,364.833430759138,FYCO1;PBRM1;APOBR;LSR;SYNE1
The_Kinase_Library_2024,TLK2,4/737,0.0001987110204184593,0.0132615842426398,0,0,21.018281036834924,179.15265921743617,PBRM1;APOBR;LSR;SYNE1
The_Kinase_Library_2024,IKKB,4/752,0.00021476249785651525,0.0132615842426398,0,0,20.580748663101605,173.8245463479782,TPD52;PBRM1;APOBR;VSIR
The_Kinase_Library_2024,YANK3,4/823,0.0003038469455974401,0.0150100391125135,0,0,18.727228327228328,151.67156850143144,FYCO1;PBRM1;APOBR;SYNE1
The_Kinase_Library_2024,TNNI3K,2/72,0.00045263232550293614,0.0186333640665375,0,0,81.31020408163265,626.123567789527,LSR;VSIR
KEA_2015,CAMK2D,1/31,0.01386645428907,0.0554658171562801,0,0,83.17083333333333,355.82833874131705,TPD52
The_Kinase_Library_2024,ATR,3/784,0.0042213885557773,0.0802063825597702,0,0,12.298335467349553,67.24227032584785,PBRM1;APOBR;LSR
The_Kinase_Library_2024,PIM3,3/768,0.0039824451261857,0.0802063825597702,0,0,12.566013071895425,69.43802013455709,APOBR;LSR;VSIR
The_Kinase_Library_2024,CDK2,3/692,0.0029631885122182,0.0802063825597702,0,0,14.007256894049346,81.5430973964206,PBRM1;APOBR;LSR
The_Kinase_Library_2024,CAMK2A,3/731,0.0034627031741533,0.0802063825597702,0,0,13.230082417582418,74.95775377138465,PBRM1;APOBR;LSR
The_Kinase_Library_2024,MAPKAPK2,3/738,0.003557563198737,0.0802063825597702,0,0,13.099319727891157,73.86286513192324,APOBR;VSIR;SYNE1
The_Kinase_Library_2024,CHK1,3/741,0.0035987093530156,0.0802063825597702,0,0,13.044037940379404,73.40114955890411,FYCO1;PBRM1;VSIR
The_Kinase_Library_2024,IKKE,3/768,0.0039824451261857,0.0802063825597702,0,0,12.566013071895425,69.43802013455709,APOBR;VSIR;SYNE1
The_Kinase_Library_2024,DLK,3/841,0.0051442898716326,0.0907599713066615,0,0,11.42780429594272,60.22301950924928,PBRM1;APOBR;LSR
The_Kinase_Library_2024,YANK2,3/862,0.0055131716062483,0.0907835591162232,0,0,11.136204889406288,57.91511655510492,TPD52;APOBR;LSR
The_Kinase_Library_2024,PLK1,2/763,0.0437917384049587,0.1215417302400511,0,0,7.219823540454289,22.585846903858688,PBRM1;SYNE1
The_Kinase_Library_2024,AMPKA2,2/801,0.047836918373673,0.1215417302400511,0,0,6.862864294654032,20.86281637889255,PBRM1;LSR
The_Kinase_Library_2024,NIM1,2/800,0.0477286732851225,0.1215417302400511,0,0,6.871822413175797,20.905615816565,PBRM1;LSR
The_Kinase_Library_2024,PAK5,2/799,0.047620524057725,0.1215417302400511,0,0,6.880803011292346,20.948545819984066,PBRM1;SYNE1
The_Kinase_Library_2024,PAK3,2/798,0.0475124708055748,0.1215417302400511,0,0,6.889806173725772,20.99160693463723,PBRM1;SYNE1
The_Kinase_Library_2024,SMG1,2/796,0.047296652528156,0.1215417302400511,0,0,6.907880532565671,21.078124716930283,LSR;SYNE1
The_Kinase_Library_2024,PAK1,2/795,0.0471888876784749,0.1215417302400511,0,0,6.916951900558458,21.121582498137897,PBRM1;SYNE1
The_Kinase_Library_2024,MSK1,2/794,0.0470812191400395,0.1215417302400511,0,0,6.926046176046176,21.165173619935732,PBRM1;SYNE1
The_Kinase_Library_2024,BRSK2,2/794,0.0470812191400395,0.1215417302400511,0,0,6.926046176046176,21.165173619935732,PBRM1;LSR
The_Kinase_Library_2024,BRSK1,2/791,0.0467587922475594,0.1215417302400511,0,0,6.95346731848633,21.296752691670253,PBRM1;LSR
The_Kinase_Library_2024,AURA,2/790,0.046651509819356,0.1215417302400511,0,0,6.962654097171864,21.340882852679982,PBRM1;SYNE1
The_Kinase_Library_2024,PRKD2,2/789,0.0465443241283298,0.1215417302400511,0,0,6.9718642221818845,21.38514920929639,PBRM1;SYNE1
